,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,Response,Country,Frequency,Monetary,Customer_Age
1306,2n Cycle,Together,70932.0,0,1,57,0,SP,20,909,42
1307,PhD,Together,78939.0,0,0,57,0,GER,19,1507,62
1308,Graduation,Together,44512.0,1,1,57,0,SA,4,32,53
1309,Graduation,Together,63967.0,0,1,57,0,SP,20,882,45
1310,Graduation,Single,90842.0,0,0,57,0,SP,26,1424,65
1311,PhD,Single,25358.0,0,1,57,0,SA,4,32,66
1312,Graduation,Single,,1,0,57,0,AUS,5,46,31
1313,Graduation,Single,28567.0,1,0,57,0,SP,5,46,31
1314,Graduation,Together,66373.0,1,1,57,0,AUS,16,606,35
1315,Graduation,Together,66373.0,1,1,57,0,AUS,16,606,35
1316,Graduation,Together,83844.0,0,0,57,0,GER,19,1574,61
1317,Graduation,Together,83844.0,0,0,57,0,SP,19,1574,61
1318,Graduation,Together,83844.0,0,0,57,0,CA,19,1574,61
1319,PhD,Single,83664.0,1,1,57,0,SP,16,1173,45
1320,Master,Together,27450.0,0,0,57,0,SP,6,143,62
1321,PhD,Single,54880.0,1,0,57,0,SP,19,795,35
1322,PhD,Together,71322.0,0,1,57,0,SP,26,1305,48
1323,PhD,Single,60000.0,0,1,57,0,SP,19,1277,36
1324,Master,Together,65176.0,0,1,57,0,SA,21,1531,43
1325,PhD,Together,61010.0,0,1,57,0,CA,24,1021,60
1326,Graduation,Together,31089.0,1,0,57,0,SP,7,79,31
1327,Graduation,Single,20518.0,1,0,58,0,SP,4,25,26
1328,PhD,Together,34469.0,1,1,58,0,SA,6,62,66
1329,Graduation,Together,28332.0,0,0,58,0,GER,7,65,62
1330,Graduation,Together,33456.0,1,1,58,0,IND,4,36,49
1331,PhD,Together,38443.0,1,1,58,0,SP,4,38,46
1332,Graduation,Single,65333.0,0,1,58,0,CA,21,798,41
1333,Graduation,Single,82623.0,0,0,58,0,SP,15,940,61
1334,Graduation,Together,73691.0,0,1,58,0,SP,16,1179,42
1335,Graduation,Together,74485.0,0,0,58,0,SP,25,1734,66
1336,Graduation,Together,65748.0,0,1,58,0,SP,16,545,58
1337,Basic,Single,24367.0,1,0,58,0,SP,3,24,31
1338,Graduation,Single,91700.0,0,0,58,1,SP,19,1968,42
1339,Graduation,Other,79244.0,0,0,58,1,AUS,21,1216,19
1340,PhD,Together,82017.0,0,0,58,1,CA,16,729,55
1341,Graduation,Single,58138.0,0,0,58,1,US,22,1617,55
1342,Master,Together,59354.0,0,2,59,0,CA,15,459,61
1343,PhD,Together,58482.0,0,1,59,0,CA,20,731,59
1344,Graduation,Together,29478.0,1,0,59,0,SP,4,20,38
1345,Graduation,Together,64474.0,0,1,59,0,SP,20,823,41
1346,Master,Single,31160.0,1,0,59,0,SA,5,64,38
1347,Graduation,Together,40321.0,1,1,59,0,SP,6,102,41
1348,Graduation,Together,40321.0,1,1,59,0,SP,6,102,41
1349,Graduation,Single,55239.0,0,1,59,0,SA,23,779,42
1350,PhD,Single,57513.0,0,0,59,0,SP,25,1060,70
1351,Graduation,Together,85693.0,0,1,59,0,CA,25,1169,34
1352,Graduation,Together,71855.0,0,1,59,0,SA,21,1141,36
1353,Basic,Together,7500.0,0,0,59,0,US,5,61,36
1354,PhD,Together,71969.0,0,1,59,0,IND,16,1086,41
1355,PhD,Together,28973.0,0,0,59,0,SP,11,269,35
1356,Graduation,Single,80872.0,0,0,60,0,SP,18,1336,63
1357,PhD,Together,84117.0,0,0,60,0,CA,23,1566,58
1358,2n Cycle,Single,38741.0,1,1,60,0,GER,5,61,56
1359,Master,Together,38961.0,1,0,60,0,SP,5,70,40
1360,Graduation,Single,75922.0,0,0,60,0,SA,17,1295,45
1361,Master,Together,56962.0,2,1,60,0,AUS,14,411,48
1362,Master,Together,56962.0,2,1,60,0,SA,14,411,48
1363,Graduation,Single,70165.0,0,0,60,0,SP,21,926,64
1364,Graduation,Together,65308.0,0,0,60,0,US,27,1211,40
1365,Master,Together,29298.0,1,1,60,0,SP,3,11,62
1366,PhD,Together,63246.0,0,2,60,0,SP,21,772,46
1367,Graduation,Together,33402.0,1,1,60,0,GER,6,70,61
1368,Graduation,Single,96843.0,0,0,60,1,SP,27,1544,23
1369,PhD,Together,82333.0,0,0,60,1,GER,17,1822,27
1370,Graduation,Single,72643.0,0,0,60,1,SP,20,1429,64
1371,PhD,Together,32313.0,1,0,60,0,SP,8,159,31
1372,Master,Single,55284.0,0,1,60,0,IND,20,764,56
1373,Graduation,Single,15287.0,1,0,60,1,SA,4,31,33
1374,Graduation,Single,15287.0,1,0,60,1,SP,4,31,33
1375,PhD,Together,51563.0,0,0,60,0,SA,18,1250,25
1376,Master,Together,81929.0,1,0,60,1,AUS,18,2053,36
1377,PhD,Together,53593.0,1,1,60,0,AUS,15,480,59
1378,Master,Together,60432.0,0,1,61,0,SA,14,401,41
1379,Master,Together,66726.0,1,1,61,0,SP,14,438,57
1380,Graduation,Single,62450.0,0,1,61,0,IND,14,995,55
1381,2n Cycle,Single,49514.0,1,0,61,0,IND,11,369,38
1382,PhD,Together,43269.0,1,0,61,0,GER,3,19,41
1383,PhD,Together,33762.0,2,1,61,0,CA,6,106,54
1384,Graduation,Together,60894.0,0,1,61,0,SP,21,832,47
1385,Graduation,Together,87771.0,0,1,61,1,SP,19,1957,54
1386,Graduation,Together,87771.0,0,1,61,1,CA,19,1957,54
1387,Graduation,Together,50737.0,0,1,61,0,SP,6,99,58
1388,Graduation,Single,26150.0,2,1,61,0,SP,4,28,57
1389,Graduation,Together,57304.0,0,1,61,0,SP,23,1026,62
1390,Graduation,Together,71107.0,0,1,61,0,SP,26,1327,62
1391,Master,Together,53253.0,1,1,61,0,CA,12,436,38
1392,Graduation,Together,81320.0,0,0,61,0,SA,17,928,55
1393,2n Cycle,Together,87000.0,0,0,61,0,AUS,17,961,20
1394,Graduation,Together,40049.0,0,1,61,0,IND,11,290,38
1395,Graduation,Together,63684.0,0,1,61,0,SP,20,1464,42
1396,Graduation,Together,69016.0,0,1,61,0,SP,30,1533,42
1397,Graduation,Together,7500.0,0,1,61,0,SP,3,18,33
1398,Graduation,Together,73803.0,0,1,61,1,CA,20,1528,55
1399,2n Cycle,Together,46094.0,1,1,62,0,SP,4,44,41
1400,PhD,Together,85844.0,0,0,62,0,SP,19,1958,41
1401,Master,Together,38452.0,1,1,62,0,SP,6,72,59
1402,Master,Together,38452.0,1,1,62,0,SP,6,72,59
1403,Graduation,Together,80395.0,0,0,62,0,AUS,23,1380,58
1404,Graduation,Together,87679.0,0,0,62,1,CA,28,2524,25
1405,Master,Single,35416.0,0,0,62,0,SA,13,390,64
1406,PhD,Together,44124.0,0,1,62,0,SP,13,397,67
1407,PhD,Single,50729.0,1,1,62,0,SA,15,496,55
1408,Graduation,Together,94384.0,0,0,62,1,SA,18,2302,60
1409,Graduation,Together,94384.0,0,0,62,1,SP,18,2302,60
1410,Graduation,Single,34412.0,1,0,62,0,AUS,8,209,23
1411,Graduation,Together,31158.0,1,0,62,0,SP,5,72,28
1412,Graduation,Together,34838.0,1,1,62,0,CA,7,170,62
1413,Graduation,Together,56775.0,0,1,62,0,SP,23,937,34
1414,PhD,Single,54356.0,0,1,62,1,SP,21,775,63
1415,PhD,Together,72159.0,0,0,62,0,SP,20,1401,34
1417,Master,Together,55951.0,0,1,62,0,SA,20,1374,60
1418,PhD,Together,67911.0,0,1,63,0,SP,24,976,65
1419,PhD,Together,67911.0,0,1,63,0,GER,24,976,65
1420,PhD,Together,20427.0,1,0,63,0,SP,3,10,41
1421,PhD,Single,32303.0,0,1,63,0,IND,5,39,44
1422,PhD,Together,55954.0,0,1,63,0,AUS,16,518,46
1423,PhD,Together,49187.0,0,1,63,0,SP,7,116,38
1424,Master,Together,49854.0,1,0,63,0,CA,13,380,41
1425,Graduation,Single,63693.0,0,1,63,0,SA,26,1150,35
1426,Graduation,Single,63693.0,0,1,63,0,SA,26,1150,35
1427,Master,Together,19510.0,2,0,63,0,CA,4,30,28
1428,Graduation,Single,52332.0,0,0,63,0,IND,11,259,54
1429,Graduation,Together,55593.0,0,1,63,0,IND,15,546,40
1430,Graduation,Together,54591.0,0,1,63,0,AUS,16,519,64
1431,2n Cycle,Single,74859.0,0,0,63,0,CA,22,1565,64
1432,Graduation,Single,40851.0,1,1,63,0,CA,4,59,42
1433,PhD,Together,58607.0,0,1,63,0,US,14,972,63
1434,Basic,Single,7500.0,1,0,63,0,SP,7,119,20
1435,PhD,Single,52614.0,0,1,63,0,SP,14,990,37
1436,PhD,Single,52614.0,0,1,63,0,ME,14,990,37
1437,Graduation,Together,67445.0,0,1,63,0,SP,27,1174,38
1438,Graduation,Together,67445.0,0,1,63,0,IND,27,1174,38
1439,Graduation,Together,67445.0,0,1,63,0,AUS,27,1174,38
1440,PhD,Together,36778.0,1,1,63,0,SP,6,77,44
1441,Graduation,Together,39453.0,1,0,64,0,SP,5,55,31
1442,PhD,Together,42731.0,1,0,64,0,SA,10,244,44
1443,PhD,Single,40760.0,0,1,64,0,CA,6,93,48
1444,PhD,Together,69969.0,0,0,64,1,SP,12,1536,48
1445,Graduation,Single,80317.0,0,0,64,0,CA,17,1231,58
1446,Master,Together,66636.0,0,0,64,0,SP,16,1084,56
1447,Master,Together,54730.0,0,1,64,0,SP,13,405,38
1448,Master,Single,42835.0,1,1,64,0,IND,16,595,42
1449,Master,Together,53843.0,0,1,64,0,SA,16,562,48
1450,Graduation,Together,79530.0,0,0,64,0,SP,25,1348,53
1451,Master,Single,63841.0,0,1,64,0,SA,21,908,45
1452,Master,Single,63841.0,0,1,64,0,SP,21,908,45
1453,Master,Single,63841.0,0,1,64,0,AUS,21,908,45
1454,Master,Together,27100.0,1,0,64,0,SP,4,37,30
1455,Master,Together,27100.0,1,0,64,0,GER,4,37,30
1456,Master,Single,72309.0,0,0,64,1,CA,19,1931,37
1457,Graduation,Single,50664.0,1,1,64,0,SA,15,561,54
1458,Basic,Single,20194.0,1,0,64,0,SP,5,47,33
1459,PhD,Together,76618.0,0,0,64,0,AUS,10,1511,37
1460,PhD,Together,45207.0,1,1,64,0,SP,10,215,38
1461,Graduation,Together,56721.0,1,1,64,0,SP,10,296,40
1462,Graduation,Single,27038.0,0,0,64,1,SA,6,107,46
1463,Graduation,Single,23763.0,1,0,64,0,SP,4,42,35
1464,Graduation,Together,37085.0,1,1,65,0,IND,6,61,39
1465,Master,Together,49605.0,0,0,65,0,CA,7,127,48
1467,Graduation,Single,34824.0,0,0,65,0,US,3,23,19
1468,Graduation,Single,34824.0,0,0,65,0,SP,3,23,19
1469,Master,Together,63206.0,0,0,65,0,CA,13,928,40
1470,Graduation,Single,26759.0,1,0,65,0,AUS,6,59,42
1471,PhD,Single,55412.0,1,1,65,0,CA,5,63,37
1472,Graduation,Together,33590.0,2,1,65,0,CA,3,8,39
1473,Graduation,Together,70886.0,1,0,65,0,SP,13,960,42
1474,Graduation,Single,72679.0,0,1,65,0,SP,16,1168,44
1475,Master,Together,65073.0,0,0,65,0,SP,13,900,70
1476,Graduation,Together,44300.0,1,1,65,0,SP,4,42,48
1477,Master,Together,56129.0,0,1,65,0,CA,18,660,60
1478,Master,Together,56129.0,0,1,65,0,SP,18,660,60
1479,Graduation,Together,38590.0,1,0,65,0,SA,3,22,42
1480,2n Cycle,Together,53083.0,1,1,65,0,IND,11,271,55
1481,2n Cycle,Single,79689.0,0,0,65,0,SP,26,1315,37
1482,Graduation,Single,34704.0,0,1,65,0,CA,4,40,47
1483,Graduation,Together,65316.0,1,1,65,0,SP,10,260,51
1484,PhD,Together,41014.0,1,0,65,0,SP,3,20,35
1485,Graduation,Together,19740.0,0,1,65,0,IND,5,55,53
1486,Basic,Together,23724.0,1,0,65,0,SP,5,75,34
1487,PhD,Together,55212.0,0,1,65,0,SP,17,1182,43
1488,PhD,Together,55212.0,0,1,65,0,SP,17,1182,43
1489,Graduation,Single,79800.0,0,0,65,1,SP,21,1867,57
1490,Graduation,Single,70647.0,0,1,65,0,SA,24,1079,45
1491,PhD,Together,38410.0,0,0,65,1,CA,16,534,38
1492,Graduation,Single,28071.0,0,0,65,0,SP,11,313,32
1493,Graduation,Single,54803.0,0,1,65,0,SP,17,693,43
1494,Graduation,Single,74293.0,0,0,66,0,SP,15,1127,21
1495,Graduation,Single,74293.0,0,0,66,0,SA,15,1127,21
1496,2n Cycle,Together,35684.0,1,0,66,0,SP,4,30,30
1497,PhD,Together,34320.0,1,0,66,0,SA,3,17,28
1498,Graduation,Single,41967.0,1,1,66,0,CA,4,54,32
1499,Master,Together,49681.0,0,2,66,0,CA,15,458,37
1500,Master,Together,49681.0,0,2,66,0,SA,15,458,37
1501,Graduation,Together,53187.0,1,0,66,0,SP,11,267,43
1502,Graduation,Together,86610.0,0,0,66,0,SP,17,1603,62
1503,Graduation,Together,70951.0,0,0,66,0,SA,16,1198,28
1504,Graduation,Single,24206.0,1,0,66,0,SP,4,25,43
1505,Graduation,Together,55357.0,2,0,66,0,IND,19,727,28
1506,Graduation,Together,58113.0,0,1,66,0,SP,19,758,54
1507,PhD,Together,70643.0,0,0,66,1,SP,17,1828,28
1508,PhD,Together,64355.0,1,0,66,0,SP,19,1445,27
1509,Master,Together,82576.0,0,0,66,0,SA,18,1910,53
1510,PhD,Single,41644.0,1,1,67,0,SP,4,31,42
1511,Graduation,Together,72570.0,0,0,67,0,SP,22,1089,30
1512,Graduation,Single,30630.0,1,1,67,0,SP,5,52,49
1513,Master,Single,22944.0,1,0,67,0,SP,6,76,32
1514,PhD,Single,86979.0,0,0,67,1,SP,15,1702,42
1515,Graduation,Single,,1,2,67,0,SP,15,1052,43
1516,PhD,Together,82072.0,0,0,67,0,SA,18,2018,43
1517,Master,Single,52034.0,1,1,67,0,SP,11,332,40
1518,Graduation,Single,72354.0,0,0,67,0,SA,18,1228,20
1519,Graduation,Together,28427.0,1,0,67,0,SP,5,52,30
1520,Graduation,Together,28427.0,1,0,67,0,IND,5,52,30
1521,Master,Single,39858.0,1,0,67,1,SA,6,95,44
1522,Master,Together,67381.0,0,1,67,0,SP,13,957,62
1523,Basic,Single,23529.0,0,1,67,0,SP,4,54,48
1524,Graduation,Together,51479.0,1,1,67,0,SP,15,494,45
1525,Graduation,Together,76068.0,0,1,67,0,GER,9,1376,37
1526,Graduation,Single,22507.0,0,0,67,0,CA,16,570,58
1527,Graduation,Single,52413.0,1,0,67,0,SP,15,450,28
1528,Graduation,Together,50116.0,1,1,68,0,GER,5,66,57
1529,Graduation,Single,76624.0,0,1,68,0,SP,22,899,52
1530,Graduation,Together,34587.0,1,1,68,0,GER,4,22,61
1531,PhD,Single,62159.0,0,0,68,0,US,18,634,68
1532,Graduation,Single,66294.0,0,0,68,0,SP,12,967,49
1534,Graduation,Together,37235.0,1,0,68,0,SP,4,61,30
1535,Graduation,Single,85620.0,0,0,68,1,SP,13,1600,50
1536,Graduation,Together,23976.0,1,0,68,0,SA,7,66,29
1537,Master,Single,41020.0,0,0,68,0,CA,9,217,26
1538,Graduation,Single,36108.0,1,0,68,0,SA,12,339,29
1539,Master,Single,57530.0,0,1,68,0,IND,6,92,62
1540,2n Cycle,Together,62905.0,0,1,68,0,SP,17,622,49
1541,PhD,Together,65846.0,0,0,68,0,CA,15,1120,68
1542,Graduation,Together,34380.0,1,0,68,0,CA,8,175,36
1543,Graduation,Single,41638.0,0,1,68,0,SP,13,441,49
1544,Graduation,Together,63207.0,0,0,68,0,SP,11,1502,21
1545,Graduation,Together,28320.0,0,1,68,0,SP,4,43,63
1546,Graduation,Together,43140.0,0,1,68,0,SP,10,235,56
1547,Graduation,Together,52531.0,0,0,68,0,SP,19,794,41
1548,Graduation,Single,40246.0,1,0,68,0,GER,3,13,35
1549,Graduation,Together,35196.0,1,0,68,1,SP,12,497,28
1550,Graduation,Together,35196.0,1,0,68,0,SP,12,497,28
1551,Graduation,Single,70596.0,0,0,68,0,SP,20,968,27
1552,Graduation,Single,70596.0,0,0,68,0,SP,20,968,27
1553,PhD,Single,52597.0,0,1,69,0,SA,17,578,52
1554,Master,Single,42394.0,1,0,69,0,GER,4,32,42
1555,Graduation,Single,81657.0,0,0,69,0,SP,15,1097,45
1556,PhD,Together,49154.0,1,1,69,0,SP,13,411,53
1557,Graduation,Together,34074.0,1,1,69,0,SP,9,255,61
1558,Graduation,Together,,0,0,69,0,SP,23,1611,24
1559,Master,Single,70638.0,0,0,69,0,SA,19,1334,58
1560,Graduation,Together,38136.0,1,0,69,0,US,6,103,35
1561,Graduation,Together,67432.0,0,1,69,0,AUS,17,1335,40
1562,Graduation,Together,40689.0,0,1,69,0,US,13,444,62
1563,Graduation,Together,40689.0,0,1,69,0,SP,13,444,62
1564,Graduation,Single,101970.0,0,0,69,1,CA,27,1135,30
1565,PhD,Together,44325.0,0,1,69,0,CA,17,542,41
1566,PhD,Together,61467.0,0,2,69,0,SP,17,594,64
1567,Graduation,Together,48178.0,1,1,69,0,SP,10,254,37
1568,Basic,Together,16005.0,1,0,69,0,CA,5,103,32
1569,Graduation,Together,79593.0,0,0,70,0,GER,18,1366,41
1570,Graduation,Together,79593.0,0,0,70,0,SP,18,1366,41
1571,Graduation,Together,61180.0,0,1,70,0,SP,16,704,55
1572,Graduation,Single,64449.0,1,0,70,0,SP,20,805,25
1573,Graduation,Together,77437.0,0,0,70,0,SP,22,1125,50
1574,Graduation,Together,17649.0,1,0,70,0,US,6,45,37
1575,Graduation,Together,53103.0,0,1,70,0,SA,23,1085,59
1576,Graduation,Together,71819.0,0,1,70,0,SP,11,1574,42
1577,Master,Single,74290.0,0,1,70,0,SP,28,1217,42
1578,Graduation,Single,72282.0,0,0,70,1,SP,21,1331,62
1579,Master,Together,47352.0,0,1,70,0,SP,12,319,62
1580,Master,Together,47352.0,0,1,70,0,AUS,12,319,62
1581,Graduation,Single,46524.0,0,1,70,0,CA,7,177,52
1582,Graduation,Together,50200.0,1,1,70,0,SP,13,401,37
1583,Graduation,Together,18222.0,0,0,70,0,SP,5,67,22
1584,PhD,Together,77610.0,0,1,70,0,AUS,15,1680,60
1585,PhD,Together,38097.0,1,1,70,1,SA,7,184,42
1586,PhD,Together,44377.0,1,1,70,0,SA,11,264,44
1587,Graduation,Single,58684.0,0,0,71,0,SA,20,813,33
1588,Graduation,Together,66480.0,1,1,71,0,SP,12,312,49
1589,Graduation,Single,49638.0,0,1,71,0,SP,4,39,62
1590,PhD,Together,50616.0,0,1,71,0,SP,6,67,64
1591,PhD,Single,26642.0,1,0,71,0,SP,5,42,47
1592,Graduation,Together,33235.0,1,0,71,0,SP,6,70,28
1593,Graduation,Together,23228.0,1,0,71,0,IND,5,40,45
1594,PhD,Together,36732.0,1,1,71,0,SP,6,47,54
1595,Graduation,Together,82657.0,0,0,71,0,GER,22,2283,67
1596,PhD,Single,64140.0,0,2,71,1,SA,13,1750,49
1597,Graduation,Together,44392.0,1,1,71,0,SP,9,211,39
1598,Basic,Single,16185.0,1,0,71,0,IND,6,106,23
1599,2n Cycle,Together,38702.0,1,0,71,0,AUS,7,109,35
1600,PhD,Together,54072.0,1,1,71,0,SA,4,39,50
1601,Master,Single,61787.0,0,0,71,0,SP,18,1319,26
1602,Graduation,Together,34935.0,0,0,71,0,SP,7,137,21
1603,Graduation,Together,34935.0,0,0,71,0,SA,7,137,21
1604,PhD,Together,59292.0,0,1,71,0,SP,16,507,63
1605,PhD,Together,59292.0,0,1,71,0,SP,16,507,63
1606,Graduation,Single,57959.0,0,1,71,0,SP,22,868,58
1607,PhD,Together,92491.0,0,0,71,1,SP,24,2034,30
1608,Master,Together,42207.0,1,0,71,1,SP,10,265,29
1609,Graduation,Single,46984.0,1,1,71,0,CA,4,41,57
1610,Graduation,Single,23442.0,1,0,71,0,SP,4,27,25
1611,PhD,Single,46757.0,0,1,71,0,SP,15,1143,49
1612,2n Cycle,Together,14515.0,1,0,71,1,SP,7,96,32
1613,2n Cycle,Single,80910.0,0,0,71,0,SP,14,756,26
1614,Graduation,Together,30545.0,1,0,71,0,IND,5,69,33
1615,Master,Single,44802.0,0,0,71,0,IND,25,1049,42
1616,Graduation,Single,79941.0,0,0,72,0,AUS,15,984,38
1617,Master,Together,79734.0,0,0,72,0,SP,13,914,45
1618,Master,Together,50353.0,0,0,72,0,SP,14,442,37
1619,PhD,Together,77376.0,1,1,72,0,CA,19,661,58
1620,PhD,Together,78075.0,0,0,72,0,SP,13,988,42
1621,PhD,Single,42473.0,1,1,72,0,SP,7,144,38
1622,Graduation,Single,25008.0,1,0,72,0,SP,4,34,26
1623,PhD,Together,56223.0,0,1,72,0,SP,8,156,65
1624,Graduation,Together,47850.0,1,0,72,0,SP,7,134,33
1625,PhD,Together,91820.0,0,0,72,0,CA,22,1497,27
1626,PhD,Single,40637.0,1,1,72,0,SA,4,38,48
1627,Graduation,Single,23295.0,0,0,72,0,SP,3,20,54
1628,Graduation,Single,84574.0,0,0,72,0,SP,31,1375,61
1629,Graduation,Together,54165.0,0,0,72,0,SP,10,236,44
1630,Graduation,Single,28510.0,1,1,72,0,SP,6,91,32
1631,Graduation,Together,67131.0,0,1,72,0,SP,23,976,57
1632,PhD,Together,56242.0,0,1,72,0,US,23,971,44
1633,PhD,Together,86580.0,0,0,72,0,SP,11,746,30
1634,Graduation,Together,76005.0,0,0,72,0,SP,21,1722,58
1635,PhD,Together,54693.0,0,1,72,0,SP,23,929,51
1636,Master,Together,52750.0,0,1,72,0,CA,21,860,58
1637,Graduation,Single,36997.0,1,1,72,0,CA,7,94,45
1638,PhD,Together,34230.0,1,1,72,0,SP,3,21,47
1639,Graduation,Single,47916.0,0,1,72,0,GER,17,606,52
1640,2n Cycle,Together,60839.0,1,1,72,0,SP,16,1250,33
1641,PhD,Together,79930.0,0,0,72,0,SA,16,1753,40
1642,PhD,Together,55158.0,1,1,72,1,SP,14,418,42
1643,2n Cycle,Single,85485.0,0,0,73,0,SP,18,1383,56
1644,PhD,Together,75865.0,0,0,73,0,SP,18,1242,71
1645,Graduation,Together,44375.0,0,1,73,0,SP,11,301,49
1646,PhD,Single,60504.0,0,1,73,0,SP,16,526,43
1647,Graduation,Together,65492.0,0,0,73,0,CA,24,1045,55
1648,2n Cycle,Single,67506.0,0,1,73,0,SP,11,331,34
1649,PhD,Single,68805.0,0,1,73,0,SP,11,283,54
1650,Graduation,Single,61209.0,0,0,73,0,US,12,957,43
1651,Graduation,Together,66825.0,0,0,73,0,SA,15,858,46
1652,PhD,Single,87188.0,0,0,73,1,IND,18,1923,30
1653,Master,Single,84953.0,0,0,73,1,SP,17,1024,60
1654,PhD,Single,74637.0,0,0,73,0,SA,24,1650,59
1655,Graduation,Together,86111.0,0,0,73,0,CA,22,1385,51
1656,Master,Together,77632.0,0,0,73,1,SP,12,2252,66
1657,Graduation,Together,31814.0,1,0,73,0,SA,5,83,40
1658,PhD,Together,70116.0,0,0,73,0,SP,22,1536,41
1659,PhD,Single,48240.0,0,0,73,1,SP,22,882,43
1660,Master,Together,40101.0,1,0,73,0,IND,13,415,27
1661,Graduation,Together,70503.0,0,0,73,0,SP,15,1727,59
1662,Graduation,Together,79205.0,0,0,73,1,SP,15,895,37
1663,Graduation,Single,51766.0,1,0,74,0,CA,10,275,34
1664,Graduation,Together,62994.0,1,0,74,0,CA,12,312,34
1665,PhD,Together,65640.0,0,1,74,0,SA,14,461,40
1666,Graduation,Together,38361.0,1,0,74,0,SA,7,137,44
1667,Graduation,Together,38361.0,1,0,74,0,AUS,7,137,44
1668,Graduation,Together,19986.0,1,0,74,0,SP,3,22,28
1669,Graduation,Together,19986.0,1,0,74,0,SP,3,22,28
1670,Graduation,Single,72903.0,0,0,74,1,SP,20,2013,28
1671,PhD,Single,45072.0,1,2,74,0,AUS,11,284,65
1672,PhD,Together,59062.0,2,1,74,0,SP,5,71,46
1673,Master,Together,61794.0,0,1,74,0,SP,18,611,52
1674,Master,Together,45143.0,0,1,74,0,SP,12,311,48
1675,Master,Together,45143.0,0,1,74,0,SA,12,311,48
1676,Master,Single,26877.0,0,0,74,0,SP,10,268,44
1677,PhD,Single,36921.0,1,1,74,0,CA,5,38,48
1678,2n Cycle,Together,54342.0,1,1,74,0,AUS,8,177,57
1679,Master,Single,62772.0,0,1,74,0,SP,22,946,44
1680,PhD,Together,75032.0,0,1,74,0,SP,18,1215,54
1681,Graduation,Together,22419.0,0,0,74,0,SP,7,162,50
1682,Graduation,Together,22419.0,0,0,74,0,CA,7,162,50
1683,2n Cycle,Together,36550.0,1,0,74,0,CA,15,577,35
1684,Graduation,Together,75027.0,0,1,74,0,SA,19,1390,60
1685,PhD,Single,63159.0,0,0,74,0,SP,16,1797,38
1686,Master,Together,54108.0,1,1,74,0,CA,19,747,39
1687,Graduation,Together,81795.0,0,0,74,0,SP,22,1382,60
1688,Graduation,Together,59594.0,0,1,74,0,SP,16,499,47
1689,Master,Together,18492.0,1,0,75,0,SP,3,10,32
1690,Graduation,Single,94472.0,0,1,75,0,SP,15,1691,56
1691,Graduation,Single,70337.0,0,0,75,0,US,16,576,35
1692,Graduation,Single,34853.0,1,1,75,0,GER,5,34,40
1693,Master,Single,,0,0,75,1,AUS,21,1564,70
1694,PhD,Single,16269.0,1,0,75,0,SP,6,44,29
1695,Graduation,Together,50272.0,1,0,75,0,AUS,10,233,31
1696,Graduation,Single,22804.0,1,0,75,0,SA,4,26,42
1697,Graduation,Single,22804.0,1,0,75,0,SP,4,26,42
1698,Graduation,Together,30631.0,1,0,75,0,SA,6,70,39
1699,PhD,Single,78420.0,0,0,75,0,SA,21,1453,47
1700,Graduation,Single,81741.0,0,0,75,0,SP,19,1572,33
1701,Graduation,Together,25721.0,1,0,75,1,AUS,4,34,42
1702,Graduation,Single,31907.0,0,0,75,0,GER,13,449,41
1703,Graduation,Single,37859.0,1,2,75,0,CA,4,36,51
1704,Graduation,Together,30261.0,1,2,75,0,SP,3,22,40
1705,Graduation,Together,21645.0,1,0,75,1,GER,6,65,33
1706,2n Cycle,Single,21282.0,1,0,76,0,SP,5,46,36
1707,Graduation,Together,32144.0,1,1,76,0,IND,6,54,60
1708,Master,Single,62637.0,0,1,76,0,CA,9,185,60
1709,Graduation,Together,16626.0,2,0,76,0,SA,6,68,43
1710,2n Cycle,Together,54690.0,1,1,76,0,SP,9,198,42
1711,2n Cycle,Together,54690.0,1,1,76,0,SP,9,198,42
1712,PhD,Single,61284.0,0,0,76,0,SP,21,811,58
1713,2n Cycle,Together,23718.0,1,0,76,0,AUS,6,81,37
1714,PhD,Single,33419.0,0,1,76,0,SP,6,86,51
1715,Graduation,Single,82025.0,0,0,76,1,SA,11,1187,30
1716,Basic,Single,15056.0,1,1,76,0,SP,7,88,55
1717,Graduation,Together,48192.0,0,0,76,1,CA,22,1526,55
1718,2n Cycle,Together,67309.0,1,1,76,0,SP,24,1082,46
1719,Graduation,Single,66033.0,0,1,76,0,IND,18,677,56
1720,Graduation,Single,28769.0,1,0,76,0,SP,9,191,35
1722,Graduation,Together,32880.0,1,0,76,0,SP,4,42,26
1723,2n Cycle,Single,23616.0,1,0,76,1,SP,6,79,30
1724,Graduation,Together,19419.0,1,0,76,0,IND,7,70,31
1725,Graduation,Together,34961.0,1,0,77,0,SP,7,79,41
1726,Graduation,Single,64892.0,0,1,77,0,SA,22,902,38
1727,2n Cycle,Together,16248.0,1,0,77,0,IND,6,57,26
1728,Graduation,Together,43776.0,1,0,77,0,SP,3,23,31
1729,Graduation,Single,52074.0,0,1,77,0,IND,6,119,47
1730,Basic,Single,22123.0,0,0,77,0,AUS,6,102,54
1731,Master,Single,35544.0,1,0,77,0,SA,5,67,36
1732,2n Cycle,Together,59060.0,1,0,77,0,SP,11,274,25
1733,Graduation,Together,65665.0,0,1,77,0,SP,23,945,37
